标题,UP主,播放数,弹幕数,评论数,时长,发布时间,BV号,链接,category
【禁毒科普】K粉：幻视黑洞,底层原理,446341,2967,1375,19:30,1604663407,BV1q54y1r7MA,https://www.bilibili.com/video/BV1q54y1r7MA,科普
益民老师：理财/投资/股票入门课,益民老师,28292,0,0,,0,,https://www.bilibili.com/video/,科普
豆瓣9.8分，国剧之王！34万字解说全剧《大明王朝1566》！科普历史详析权谋大合集！,椒盐说影,27760877,383489,11807,1451:24,1676534422,BV1Ue4y1w7bk,https://www.bilibili.com/video/BV1Ue4y1w7bk,科普
一口气看完碳基生命数亿年的演化之路,三个老爸实验室吖,1831673,2676,770,103:18,1703060613,BV1nN4y1b73Z,https://www.bilibili.com/video/BV1nN4y1b73Z,科普
【毕导】人类和病毒谁才是进化的顶峰？带你重新理解生命,毕导,2491973,20193,18576,9:2,1584176422,BV1tE411G7Z5,https://www.bilibili.com/video/BV1tE411G7Z5,科普
俄罗斯天降铁球发现十万年前纳米配件，探险队进入铁球住了一晚？,环球秘案馆,398,0,0,29:47,1750210475,BV124NLzmE7L,https://www.bilibili.com/video/BV124NLzmE7L,科普
【碳基生命19】造个人这么复杂的？,三个老爸实验室吖,497418,659,685,13:27,1736133643,BV1Gt6mYhEbR,https://www.bilibili.com/video/BV1Gt6mYhEbR,科普
北大钱理群教授讲鲁迅,钱理群讲鲁迅,3716852,0,0,,0,,https://www.bilibili.com/video/,科普
人类的祖先被当成点心吃了几亿年,行者道荣,4184551,2136,1703,5:50,1741168800,BV1f69dYhEtU,https://www.bilibili.com/video/BV1f69dYhEtU,科普
宇宙中10个最特别、最不可思议的星系！,司文的不思議世界,566540,1216,626,16:58,1734097909,BV19BBTYyEiY,https://www.bilibili.com/video/BV19BBTYyEiY,科普
致癌物如何致癌？每个人都值得一篇癌症科普,神奇菌汤锅,1322850,5812,1232,23:35,1709553600,BV1Tu4m1371J,https://www.bilibili.com/video/BV1Tu4m1371J,科普
突变？梅毒在美国正以我们从未见过的方式变化着...,Chubbyemu,1121602,13678,3702,22:43,1749268800,BV1qTTTzjE5L,https://www.bilibili.com/video/BV1qTTTzjE5L,科普
【哈喽的睡前故事】实在难以理解！沿着进化论，追溯人族的崛起,哈喽的B站频道,82790,294,330,21:11,1644667205,BV1FR4y1L7id,https://www.bilibili.com/video/BV1FR4y1L7id,科普
世界顶级趋势交易系统精讲,趋势交易精神领袖,12092,0,0,,0,,https://www.bilibili.com/video/,科普
【亮记生物鉴定】网络热传生物鉴定38,无穷小亮的科普日常,13735338,36375,9341,8:29,1646999322,BV1bR4y1V7QJ,https://www.bilibili.com/video/BV1bR4y1V7QJ,科普
Kurzgesagt科普：1小时看45亿年——地球史,Kurzgesagt-科普,651386,3411,389,63:31,1699685570,BV1Eb4y1g7eo,https://www.bilibili.com/video/BV1Eb4y1g7eo,科普
世界顶级趋势交易系统精讲,趋势交易精神领袖,12092,0,0,,0,,https://www.bilibili.com/video/,科普
人类出现前有没有高等文明？地球文明一直在循环？我们是第几代？,宇宙碎片记,10201,12,19,28:33,1749267705,BV1zVTVziEKq,https://www.bilibili.com/video/BV1zVTVziEKq,科普
【哈喽的睡前故事】实在难以理解！沿着进化论，追溯人族的崛起,哈喽的B站频道,82790,294,330,21:11,1644667205,BV1FR4y1L7id,https://www.bilibili.com/video/BV1FR4y1L7id,科普
豆瓣9.8分，国剧之王！34万字解说全剧《大明王朝1566》！科普历史详析权谋大合集！,椒盐说影,27760877,383489,11807,1451:24,1676534422,BV1Ue4y1w7bk,https://www.bilibili.com/video/BV1Ue4y1w7bk,科普
宇宙中10个最特别、最不可思议的星系！,司文的不思議世界,566540,1216,626,16:58,1734097909,BV19BBTYyEiY,https://www.bilibili.com/video/BV19BBTYyEiY,科普
一口气看完碳基生命数亿年的演化之路,三个老爸实验室吖,1831673,2676,770,103:18,1703060613,BV1nN4y1b73Z,https://www.bilibili.com/video/BV1nN4y1b73Z,科普
科学了解自恋——带你走近科胡特的自体心理学,psyzuoxiansheng,13092,0,0,,0,,https://www.bilibili.com/video/,科普
【老高与小茉】有人证，有物证，有照片，有视频，五个有记录的深海怪兽,环球探秘RS,35851,163,56,36:27,1749874275,BV1k2Mkz8EGJ,https://www.bilibili.com/video/BV1k2Mkz8EGJ,科普
40亿年后，太阳体积会膨胀到上百万倍，地球将是一个怎样的世界？,宇宙揭秘R,3525,13,4,23:50,1749880874,BV139M1zpENn,https://www.bilibili.com/video/BV139M1zpENn,科普
男性与女性性高潮的全过程，3D演示。。,小李肺刀,602184,238,281,2:55,1708684972,BV1dj421D7AG,https://www.bilibili.com/video/BV1dj421D7AG,科普
吃喝指南｜如果核战争爆发，我们还能吃什么？【食录】,赛博食录,1455846,5015,2390,10:7,1668678956,BV1zK411Z7U8,https://www.bilibili.com/video/BV1zK411Z7U8,科普
俄罗斯天降铁球发现十万年前纳米配件，探险队进入铁球住了一晚？,环球秘案馆,398,0,0,29:47,1750210475,BV124NLzmE7L,https://www.bilibili.com/video/BV124NLzmE7L,科普
禅宗的故事,向君国学小书院,0,0,0,,0,,https://www.bilibili.com/video/,科普
【碳基生命19】造个人这么复杂的？,三个老爸实验室吖,497418,659,685,13:27,1736133643,BV1Gt6mYhEbR,https://www.bilibili.com/video/BV1Gt6mYhEbR,科普
【亮记生物鉴定】网络热传生物鉴定38,无穷小亮的科普日常,13735338,36375,9341,8:29,1646999322,BV1bR4y1V7QJ,https://www.bilibili.com/video/BV1bR4y1V7QJ,科普
黑洞是人类了解宇宙的关键，一起感受黑洞碰撞的声音，还有2024年最新的黑洞照片！,司文的不思議世界,1546318,5856,2113,23:43,1711276973,BV1z2421P7wV,https://www.bilibili.com/video/BV1z2421P7wV,科普
突变？梅毒在美国正以我们从未见过的方式变化着...,Chubbyemu,1121602,13678,3702,22:43,1749268800,BV1qTTTzjE5L,https://www.bilibili.com/video/BV1qTTTzjE5L,科普
人类的祖先被当成点心吃了几亿年,行者道荣,4184551,2136,1703,5:50,1741168800,BV1f69dYhEtU,https://www.bilibili.com/video/BV1f69dYhEtU,科普
【上新5折】陈传席教授讲中国艺术史：从上古到南宋,陈传席,173155,0,0,,0,,https://www.bilibili.com/video/,科普
李永乐老师：从一到无穷大,李永乐老师官方,1381468,0,0,,0,,https://www.bilibili.com/video/,科普
植物间的屠杀行为：种子吞大树,纪录频道Nature,4517217,12011,5039,12:50,1746368641,BV1z1VAzxESu,https://www.bilibili.com/video/BV1z1VAzxESu,科普
太空旅行一个月，腿骨里就全是大洞！医生：回不去了｜《环球科学》周报096期,环球科学,825535,1411,1721,6:22,1744429330,BV1NAddYyE1z,https://www.bilibili.com/video/BV1NAddYyE1z,科普
"我们会得癌症的真正原因,我们这一代有望彻底攻克癌症吗？",鹿哥Gustav,219182,504,844,23:22,1730808000,BV1eRDtYqE5M,https://www.bilibili.com/video/BV1eRDtYqE5M,科普
开车爽，换胎惨……电车轮胎为何又大又贵？能不能用普通轮胎？【柴知道：车圈化简】,柴知道,579723,1357,1642,5:35,1748943000,BV1KH7GzBEvf,https://www.bilibili.com/video/BV1KH7GzBEvf,科普
太空生活其实很恶心，排泄都得凭本事！【思维实验室】,思维实验室,1778758,8474,3915,15:3,1687515249,BV1ih411K7Js,https://www.bilibili.com/video/BV1ih411K7Js,科普
北师大李山教授讲古代文化：从《诗经》到《周易》,北师大李山,3080792,0,0,,0,,https://www.bilibili.com/video/,科普
他仅用三分之一的成果，就照亮了现代科学【数学人物志03：高斯】,原子科学,86528,495,403,74:17,1748475259,BV1d1jkzzEmo,https://www.bilibili.com/video/BV1d1jkzzEmo,科普
宇宙中心根本不存在？138亿岁竟被一个元素打脸！可观测宇宙外暗流涌动，人类暴击！,脑洞科普站,640,2,3,23:21,1750168496,BV1YbNqzdETv,https://www.bilibili.com/video/BV1YbNqzdETv,科普
暑假必看 【儿童物理科普纪录片】【光】适合3-15岁朋友观看的科普纪录片！,动画提分战,2140,0,0,34:5,1749553816,BV1sETvzkEvT,https://www.bilibili.com/video/BV1sETvzkEvT,科普
不知道的那些生活常识,邓先森DENG,137622,376,269,2:17,1749186040,BV1z9TPz7ECs,https://www.bilibili.com/video/BV1z9TPz7ECs,科普
【Veritasium真理元素】一家公司如何秘密地毒害了地球,艾利斯_ALise,20946,205,94,54:9,1749877411,BV1j1M1zZE3h,https://www.bilibili.com/video/BV1j1M1zZE3h,科普
益民老师：可转债投资实战班,益民老师,2610,0,0,,0,,https://www.bilibili.com/video/,科普
光会死吗？它是否真的时间静止？ #光速 #宇宙,接近-真相,7729,2,21,32:1,1750140036,BV1ceNizeEvb,https://www.bilibili.com/video/BV1ceNizeEvb,科普
网络热门鉴定：互联网疯传的“超级食物”是什么？【食录】,赛博食录,1088962,5297,1727,11:36,1697709174,BV1aM41197Bx,https://www.bilibili.com/video/BV1aM41197Bx,科普
💉各种手术的原理,Humorvideo,225259,107,272,3:37,1748343600,BV1t2j1ziEJb,https://www.bilibili.com/video/BV1t2j1ziEJb,科普
【围炉夜话】为何我们如此贫穷？不只是缺钱那么简单。,智能路障,3731450,21236,7994,20:22,1633932409,BV1XL41137zh,https://www.bilibili.com/video/BV1XL41137zh,科普
5亿年前地球简史,宇宙揭秘L,18457,109,14,48:29,1748668610,BV1mE7AzUEGU,https://www.bilibili.com/video/BV1mE7AzUEGU,科普
韩龙飞的五步选基法及基金组合搭配,韩龙飞教基金,39629,0,0,,0,,https://www.bilibili.com/video/,科普
记录古印度神佛大乱斗  佛为什么异化了？【思维实验室】,思维实验室,1806203,6990,4798,25:32,1747387800,BV19REpzUEnh,https://www.bilibili.com/video/BV19REpzUEnh,科普
【Kurzgesagt】第210期：外星生物可能长什么样呢？What Actual Aliens Might Look Like?,Mr_Independent,83576,408,240,47:39,1739107671,BV1BqNUe6ECK,https://www.bilibili.com/video/BV1BqNUe6ECK,科普
韩龙飞的五步选基法及基金组合搭配,韩龙飞教基金,39629,0,0,,0,,https://www.bilibili.com/video/,科普
人类对世界的探索到了什么程度？,李白尼的猜想,1711299,2474,532,5:13,1639754590,BV1eS4y1Q7bf,https://www.bilibili.com/video/BV1eS4y1Q7bf,科普
钉钉能第二次发育吗，多大才算正常,持杯大师,55559,6,215,2:41,1730946908,BV14BD1YGEQC,https://www.bilibili.com/video/BV14BD1YGEQC,科普
【Kurzgesagt】第214期：时空机器失灵——陷入史上最险恶时刻！Your Time Machine Broke,Mr_Independent,37551,184,109,34:39,1745635905,BV1zQL9z3ELp,https://www.bilibili.com/video/BV1zQL9z3ELp,科普
植物间的屠杀行为：种子吞大树,纪录频道Nature,4517217,12011,5039,12:50,1746368641,BV1z1VAzxESu,https://www.bilibili.com/video/BV1z1VAzxESu,科普
宇宙知识，助你入眠，为何银河系存在1亿多个黑洞？,宇宙悖论C-PDX,240279,129,237,48:3,1743863100,BV1xBRoY1EPS,https://www.bilibili.com/video/BV1xBRoY1EPS,科普
《大白话股权设计》视频精选课,徐冠丰,9844,0,0,,0,,https://www.bilibili.com/video/,科普
科技一直发展下去，人类能无所不能么？【司徒之脑洞】,上将王司徒,3203526,2452,2078,5:37,1684062000,BV16c411P7zZ,https://www.bilibili.com/video/BV16c411P7zZ,科普
他仅用三分之一的成果，就照亮了现代科学【数学人物志03：高斯】,原子科学,86528,495,403,74:17,1748475259,BV1d1jkzzEmo,https://www.bilibili.com/video/BV1d1jkzzEmo,科普
太空生活其实很恶心，排泄都得凭本事！【思维实验室】,思维实验室,1778758,8474,3915,15:3,1687515249,BV1ih411K7Js,https://www.bilibili.com/video/BV1ih411K7Js,科普
开车爽，换胎惨……电车轮胎为何又大又贵？能不能用普通轮胎？【柴知道：车圈化简】,柴知道,579723,1357,1642,5:35,1748943000,BV1KH7GzBEvf,https://www.bilibili.com/video/BV1KH7GzBEvf,科普
光会死吗？它是否真的时间静止？ #光速 #宇宙,接近-真相,7729,2,21,32:1,1750140036,BV1ceNizeEvb,https://www.bilibili.com/video/BV1ceNizeEvb,科普
内置式永磁同步电机设计（PMSM）,零点618电机,3350,0,0,,0,,https://www.bilibili.com/video/,科普
不知道的那些生活常识,邓先森DENG,137622,376,269,2:17,1749186040,BV1z9TPz7ECs,https://www.bilibili.com/video/BV1z9TPz7ECs,科普
暑假必看 【儿童物理科普纪录片】【光】适合3-15岁朋友观看的科普纪录片！,动画提分战,2140,0,0,34:5,1749553816,BV1sETvzkEvT,https://www.bilibili.com/video/BV1sETvzkEvT,科普
宇宙中心根本不存在？138亿岁竟被一个元素打脸！可观测宇宙外暗流涌动，人类暴击！,脑洞科普站,640,2,3,23:21,1750168496,BV1YbNqzdETv,https://www.bilibili.com/video/BV1YbNqzdETv,科普
网络热门鉴定：互联网疯传的“超级食物”是什么？【食录】,赛博食录,1088962,5297,1727,11:36,1697709174,BV1aM41197Bx,https://www.bilibili.com/video/BV1aM41197Bx,科普
【围炉夜话】为何我们如此贫穷？不只是缺钱那么简单。,智能路障,3731450,21236,7994,20:22,1633932409,BV1XL41137zh,https://www.bilibili.com/video/BV1XL41137zh,科普
《孙子兵法》100个人生制胜法则,新知榜,25413,0,0,,0,,https://www.bilibili.com/video/,科普
【围炉夜话】为何我们如此贫穷？不只是缺钱那么简单。,智能路障,3731450,21236,7994,20:22,1633932409,BV1XL41137zh,https://www.bilibili.com/video/BV1XL41137zh,科普
宇宙中心根本不存在？138亿岁竟被一个元素打脸！可观测宇宙外暗流涌动，人类暴击！,脑洞科普站,640,2,3,23:21,1750168496,BV1YbNqzdETv,https://www.bilibili.com/video/BV1YbNqzdETv,科普
【鬼谷说】神经演化（其四）：欲练此功 必先……,芳斯塔芙,1750041,6602,1857,10:28,1658394000,BV13W4y1274W,https://www.bilibili.com/video/BV13W4y1274W,科普
探索有趣的冷知识，那些鲜为人知的故事，让你大开眼界！,科学探世界,1071374,68,53,5:1,1738464393,BV1V8FzedEow,https://www.bilibili.com/video/BV1V8FzedEow,科普
周月亮教授《孙子兵法逐条精讲》,周月亮教授,156,0,0,,0,,https://www.bilibili.com/video/,科普
内蒙古性病危机 | 新中国内蒙古梅毒防治历史,孟德冷知识,63325,189,275,14:30,1750154400,BV1fwNbzGELS,https://www.bilibili.com/video/BV1fwNbzGELS,科普
网络热门鉴定：互联网疯传的“超级食物”是什么？【食录】,赛博食录,1088962,5297,1727,11:36,1697709174,BV1aM41197Bx,https://www.bilibili.com/video/BV1aM41197Bx,科普
东北正宗云南过桥米线？盘点东北魔改真香定律！【科普】,在下小狐兔,71503,588,647,2:37,1749722400,BV1UUTkzNEpF,https://www.bilibili.com/video/BV1UUTkzNEpF,科普
职业是训练宠物以满足人们“那种”喜好的动物训练师，这职业是否违法？训练蜗牛时与客户产生了纠纷，我可否威胁扣押他的猫？【法律科普】,第七翼刀,190478,1400,1338,8:15,1749808800,BV1J4MTz4EgR,https://www.bilibili.com/video/BV1J4MTz4EgR,科普
科学处理粪便，为何对人类文明至关重要？,医学边界,506964,957,689,15:44,1727582849,BV1jBxkeMEks,https://www.bilibili.com/video/BV1jBxkeMEks,科普
王受之教授：世界建筑史（古典篇）,王受之,1597277,0,0,,0,,https://www.bilibili.com/video/,科普
5亿年前地球简史,宇宙揭秘L,18457,109,14,48:29,1748668610,BV1mE7AzUEGU,https://www.bilibili.com/video/BV1mE7AzUEGU,科普
经常用口，有什么风险？,许超医生,146638,21,288,0:47,1738919868,BV1knNhebERA,https://www.bilibili.com/video/BV1knNhebERA,科普
从深山采摘到工厂栽培，百草之王是如何被人类驯化的？,赛博食录,1027997,1452,1564,10:44,1686193850,BV1Eh4y1R7nd,https://www.bilibili.com/video/BV1Eh4y1R7nd,科普
折腾地球,多奇探秘,551565,794,315,18:6,1744169400,BV1pCR1YCErm,https://www.bilibili.com/video/BV1pCR1YCErm,科普
《DK儿童百科动画》每日打卡！带孩子解锁自然科普知识，必看的科学启蒙纪录片来啦~,YouTube知识宝藏区,85060,36,4,385:13,1749211203,BV1xZ7YzeEa4,https://www.bilibili.com/video/BV1xZ7YzeEa4,科普
【限时特惠】同济余明锋老师讲现代西方哲学,余明锋的哲学课,1276481,0,0,,0,,https://www.bilibili.com/video/,科普
【基德】为什么那么多科学家都相信鬼？,吟游诗人基德,2348406,21027,7715,16:44,1634623151,BV1tq4y1G7Kg,https://www.bilibili.com/video/BV1tq4y1G7Kg,科普
【食录】征服地球，驯化人类，鸡是怎么成为鸟界之神的？,赛博食录,1012947,5635,1315,10:13,1633770239,BV1GT4y1f7LF,https://www.bilibili.com/video/BV1GT4y1f7LF,科普
【围炉夜话】拨开减碳迷雾：关乎未来五十年普通人的生活！,智能路障,1005933,7691,2153,19:23,1636448790,BV1vQ4y1m7eM,https://www.bilibili.com/video/BV1vQ4y1m7eM,科普
【围炉夜话】拨开减碳迷雾：关乎未来五十年普通人的生活！,智能路障,1005933,7691,2153,19:23,1636448790,BV1vQ4y1m7eM,https://www.bilibili.com/video/BV1vQ4y1m7eM,科普
鳄鱼进化了2亿年，为什么几乎没有变化？,行者道荣,1615802,971,1218,4:0,1748772000,BV1T8jyzbE7U,https://www.bilibili.com/video/BV1T8jyzbE7U,科普
【鬼谷说】神经演化（其四）：欲练此功 必先……,芳斯塔芙,1750041,6602,1857,10:28,1658394000,BV13W4y1274W,https://www.bilibili.com/video/BV13W4y1274W,科普
迫于无奈，中国人炼了一炉笔尖钢,远方的青木,1319041,4454,7788,8:54,1748948181,BV1Zu7az7EUR,https://www.bilibili.com/video/BV1Zu7az7EUR,科普
期货日内超级短线1分钟，5分钟周期精确起爆点课程,交易策略家,7053,0,0,,0,,https://www.bilibili.com/video/,科普
黑死病的真相,周侃侃plus,48319,71,75,9:53,1749812400,BV1bdMuzLEVK,https://www.bilibili.com/video/BV1bdMuzLEVK,科普
英国怎么烂成这样了,燕三嘤嘤嘤,5101402,13631,3457,18:3,1719741600,BV1VH4y1w77q,https://www.bilibili.com/video/BV1VH4y1w77q,科普
西瓜虽然很常见，但多数人其实对他并不了解，给大家科普一些西瓜专业知识。《西瓜科普2》,水果游侠,209976,95,459,2:0,1749170243,BV1xETAzpEW8,https://www.bilibili.com/video/BV1xETAzpEW8,科普
手指浸泡水中 3 小时后会裂开起皱！,CG小苏,516050,129,1277,1:57,1749606825,BV1uTMjzwEhC,https://www.bilibili.com/video/BV1uTMjzwEhC,科普
【基德】为什么那么多科学家都相信鬼？,吟游诗人基德,2348406,21027,7715,16:44,1634623151,BV1tq4y1G7Kg,https://www.bilibili.com/video/BV1tq4y1G7Kg,科普
上新5折｜彭凯平讲情绪心理学：给中国人的解压指南,大渔大师课,383442,0,0,,0,,https://www.bilibili.com/video/,科普
【硬核人类史1】文明从何而来？让人类史帮你洞悉文明的起源与本质,学院派Academia,634536,7602,1569,54:37,1595583009,BV1jT4y1E79m,https://www.bilibili.com/video/BV1jT4y1E79m,科普
【医学博士】大便憋回去后，会被身体二次吸收吗？|从便秘到死亡，身体经历了什么？|如何科学拉出巨便？！,兔叭咯,591794,2133,1532,7:32,1748165400,BV1kaJBzCE2e,https://www.bilibili.com/video/BV1kaJBzCE2e,科普
【全350集】DK儿童百科，每天一集涨知识，孩子必看自然科普动画纪录片,妞妞妈爱分享,153455,2,0,42:42,1749627075,BV179M7zUEr5,https://www.bilibili.com/video/BV179M7zUEr5,科普
【女性神器】冒si揭秘健身房的蜜桃臀们？给你们科普下。,威尔穿搭,455356,172,122,8:49,1608044513,BV1Gy4y1D7EG,https://www.bilibili.com/video/BV1Gy4y1D7EG,科普
世界上“最昂贵”的10大宝藏，第一名价值70万亿,奇奇怪怪科普,17,0,0,21:30,1750136692,BV1xBNYzPEM7,https://www.bilibili.com/video/BV1xBNYzPEM7,科普
傅佩荣教授：《易经》入门十七讲,傅佩荣教授,485854,0,0,,0,,https://www.bilibili.com/video/,科普
【细节科技史41】电流大战中那些容易被忽视的方面,巨肩上的矮人,131,0,2,24:33,1750219951,BV1NmN5zLEUf,https://www.bilibili.com/video/BV1NmN5zLEUf,科普
最最最离谱的世界纪录,冬晟电影,107456,98,409,1:20,1749996229,BV1iiM8zUEX5,https://www.bilibili.com/video/BV1iiM8zUEX5,科普
Linvo说宇宙·助眠合集（长期更新，建议收藏）,Linvo说宇宙,254368,17,105,184:7,1572227634,BV1QE411879h,https://www.bilibili.com/video/BV1QE411879h,科普
【医学博士】大便憋回去后，会被身体二次吸收吗？|从便秘到死亡，身体经历了什么？|如何科学拉出巨便？！,兔叭咯,591794,2133,1532,7:32,1748165400,BV1kaJBzCE2e,https://www.bilibili.com/video/BV1kaJBzCE2e,科普
被银环蛇咬伤怎么办？关键时刻能保命，建议收藏！,户外蛇哥科普,225405,808,1350,6:33,1749118200,BV1rtTxzyEqu,https://www.bilibili.com/video/BV1rtTxzyEqu,科普
[土豆逗严肃科普]第一季100集儿童科学动画,土豆逗严肃科普,1296,0,0,,0,,https://www.bilibili.com/video/,科普
【女性神器】冒si揭秘健身房的蜜桃臀们？给你们科普下。,威尔穿搭,455356,172,122,8:49,1608044513,BV1Gy4y1D7EG,https://www.bilibili.com/video/BV1Gy4y1D7EG,科普
时间的死结：物理规则允许我们回到过去吗？,科学漫聊,203038,343,805,33:2,1713103200,BV1Jx4y1a7Gr,https://www.bilibili.com/video/BV1Jx4y1a7Gr,科普
【割脸人】一种水果，如何让人在不痛不痒中被割脸？,灰细胞,693482,2690,3347,11:57,1744974000,BV1cz58zuEth,https://www.bilibili.com/video/BV1cz58zuEth,科普
【碳基生命14】植物最开始是由类似“精细胞”或者“卵细胞”的单倍体发育的,三个老爸实验室吖,125420,125,119,15:39,1711702617,BV131421D75Q,https://www.bilibili.com/video/BV131421D75Q,科普
网友：涨知识！解开了我多年的疑惑！,新华网,474506,242,1173,1:23,1747991032,BV1kgjEzjEfk,https://www.bilibili.com/video/BV1kgjEzjEfk,科普
更新中｜靳卫萍：2025上半年国内外政治经济解读,靳卫萍老师,1724543,0,0,,0,,https://www.bilibili.com/video/,科普
如果你连续30天吃苹果，会发生什么？ #科普一下#涨知识,科学地理号,10048070,3329,5149,1:40,1693814330,BV1Y94y1s7rY,https://www.bilibili.com/video/BV1Y94y1s7rY,科普
《熊猫博士看世界》【120集全】趣味科普动画从陆地到海洋，从植物到动物，从中国到外国，从地球到太空，包罗万象的百科知识，通过动画与纪录片相结合的形式激发好奇！,学霸全科动画,5003,0,0,64:2,1743733621,BV1YiZQYpETD,https://www.bilibili.com/video/BV1YiZQYpETD,科普
【科学史】拉图尔的实验室生活,长河劫,164136,426,634,9:19,1697243400,BV1AG41127P7,https://www.bilibili.com/video/BV1AG41127P7,科普
毒品帝国-新世代【现代鸦片战争】：杜冷丁、芬太尼【禁毒-脑科学-垂直科普】林则徐（3）,底层原理,322608,1133,724,18:2,1608291314,BV15a411c7BM,https://www.bilibili.com/video/BV15a411c7BM,科普
被寄生虫病支配的，非洲人的一生【世界疾病地图01】,医学边界,858125,1810,923,16:1,1720779319,BV1AS411w71f,https://www.bilibili.com/video/BV1AS411w71f,科普
【上新5折】谢晶讲不平等：权力、身份与社会分配,复旦谢晶,508697,0,0,,0,,https://www.bilibili.com/video/,科普
全国艾滋排行,辣个学姐,180201,880,1519,3:33,1749904797,BV1SzM2zDEPG,https://www.bilibili.com/video/BV1SzM2zDEPG,科普
我从小给下面戴平板锁，已萎缩去杆留蛋，喜欢被人控制，控制我的人想被我收养作为我的孩子，法律上是否可行？【法律科普】,第七翼刀,669104,5108,2875,6:55,1747389600,BV1x6EJzaEYU,https://www.bilibili.com/video/BV1x6EJzaEYU,科普
宇宙最深处的琴弦：千疮百孔的弦理论,科学漫聊,403042,936,786,70:45,1738935865,BV1QXNNe6E5u,https://www.bilibili.com/video/BV1QXNNe6E5u,科普
回家突然看到两个孔？如何判断是否为毒蛇咬伤？蛇咬伤后应该怎么处理？,世界记忆大师龙雅,543177,1397,3646,5:0,1749551400,BV1koTkzfECq,https://www.bilibili.com/video/BV1koTkzfECq,科普
世界上最危险的10种昆虫，第一名碰一下直接要命，你都知道几个？,地球最奇迹,115648,346,94,16:5,1749186360,BV1BZTPzyENP,https://www.bilibili.com/video/BV1BZTPzyENP,科普
熊猫博士动画 儿童科普知识类动画片,桔子汁爱分享,1477769,1338,49,186:40,1693879676,BV11m4y1J7or,https://www.bilibili.com/video/BV11m4y1J7or,科普
从受尽白眼到大翻盘？如今的中国航天事业发展得咋样了？,世界见闻录,463910,3084,1181,12:27,1747908300,BV1n7JEzpEQm,https://www.bilibili.com/video/BV1n7JEzpEQm,科普
《网络热门科普工作者鉴定》,哔哩哔哩创作中心,6619371,11920,7996,3:58,1626663615,BV1qb4y167JA,https://www.bilibili.com/video/BV1qb4y167JA,科普
世界上最危险的10种昆虫，第一名碰一下直接要命，你都知道几个？,地球最奇迹,115648,346,94,16:5,1749186360,BV1BZTPzyENP,https://www.bilibili.com/video/BV1BZTPzyENP,科普
【咕某人】从生死存亡到制霸蓝星，人类如何成为凶残两脚兽！,教主咕某人,821007,6375,2202,24:39,1669280400,BV14P4y1R7nP,https://www.bilibili.com/video/BV14P4y1R7nP,科普
许倬云讲世界历史：五百年大变局,许倬云说历史,7312442,0,0,,0,,https://www.bilibili.com/video/,科普
向系外行星投放微生物，人类能否主导一场“外星版”寒武纪生命大爆发？德国科学家提出创世计划,灵犀档案,30447,119,83,16:33,1749553200,BV1TUT6ztEgQ,https://www.bilibili.com/video/BV1TUT6ztEgQ,科普
全300+集【生活中的物理】少儿科普动画 适合3-15岁孩子们都物理小知识。,芳芳老师爱分享,5704,8,3,56:6,1749979314,BV1TaMbzYEj7,https://www.bilibili.com/video/BV1TaMbzYEj7,科普
相信93%的人都不知道，男生的阴茎和女生的阴蒂其实是同源器官,无言良师,1018553,2074,1423,1:14,1745398800,BV1B85yzrEan,https://www.bilibili.com/video/BV1B85yzrEan,科普
中国至今未被揭秘的UFO事件,神秘档案局MAB,795503,313,129,10:21,1748517335,BV1Pu7Lz5EBo,https://www.bilibili.com/video/BV1Pu7Lz5EBo,科普
既然上太空的人就不是人了 那现在就试着不当人吧【思维实验室】,思维实验室,1546370,10591,3421,18:42,1667556000,BV1Cd4y1c7GR,https://www.bilibili.com/video/BV1Cd4y1c7GR,科普
【限时5折】智慧与谋略：精讲《鬼谷子》,天才简史,1944491,0,0,,0,,https://www.bilibili.com/video/,科普
CCTV9 自然地理纪录片《遇见最极致的中国》【全7集】1080P,纪录片典藏,2024713,17661,544,172:46,1655806056,BV1nt4y1a7H3,https://www.bilibili.com/video/BV1nt4y1a7H3,科普
意识之谜,科学漫聊,44250,69,84,29:48,1694532600,BV1cN4y1X7n5,https://www.bilibili.com/video/BV1cN4y1X7n5,科普
为何会早泄?怎么解决?,油管精挑视频,10273,3,38,10:49,1749989008,BV13AMtzeEWf,https://www.bilibili.com/video/BV13AMtzeEWf,科普
【奇怪的科普7】人类为什么没有尾巴？,七点的旭,2372404,164,216,5:3,1743316308,BV1vKZqY2ECm,https://www.bilibili.com/video/BV1vKZqY2ECm,科普
【机长顺利起飞计划2】非正经的tag科普 人格排泄,云知寞,151968,173,575,3:38,1749943928,BV1DFMxzoEuS,https://www.bilibili.com/video/BV1DFMxzoEuS,科普
同济陈家琪教授的西方哲学研究：从康德到黑格尔,陈家琪教授,1096637,0,0,,0,,https://www.bilibili.com/video/,科普
【食录】我们国足队员每天都坚持吃的海参，有用吗？,赛博食录,843116,2528,742,7:29,1644571297,BV1e44y1H7RZ,https://www.bilibili.com/video/BV1e44y1H7RZ,科普
焊接是什么原理？ #科普 #解压 #焊接 #物理,好奇万花筒,1212736,61,186,0:58,1748876044,BV1YY7SzREYG,https://www.bilibili.com/video/BV1YY7SzREYG,科普
【奇怪的科普7】人类为什么没有尾巴？,七点的旭,2372404,164,216,5:3,1743316308,BV1vKZqY2ECm,https://www.bilibili.com/video/BV1vKZqY2ECm,科普
